StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);ResponseTime1(P);ResponseTime1(C);ResponseTime1StDev(P);ResponseTime1StDev(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);GenericCounter1(P);GenericCounter1(C);GenericCounter2(P);GenericCounter2(C);GenericCounter3(P);GenericCounter3(C);GenericCounter4(P);GenericCounter4(C);GenericCounter5(P);GenericCounter5(C);
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:23:35:855	1372398815.855500;2013-06-28	11:24:35:855	1372398875.855500;00:01:00;00:50:00;25;25;24.9996;0;0;1500;75000;75000;902;1499;74087;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:064;00:00:36:057;00:00:00:150;00:00:00:164;00:00:36:064;00:00:36:055;00:00:00:150;00:00:00:193;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:24:35:855	1372398875.855500;2013-06-28	11:25:35:855	1372398935.855500;00:01:00;00:51:00;25;25;24.9996;0;0;1500;76500;76500;898;1504;75591;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:062;00:00:36:057;00:00:00:158;00:00:00:164;00:00:36:062;00:00:36:056;00:00:00:158;00:00:00:192;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:25:35:855	1372398935.855500;2013-06-28	11:26:35:855	1372398995.855500;00:01:00;00:52:00;25;25;24.9997;0;0;1500;78000;78000;901;1497;77088;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:066;00:00:36:057;00:00:00:158;00:00:00:164;00:00:36:066;00:00:36:056;00:00:00:158;00:00:00:192;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:26:35:855	1372398995.855500;2013-06-28	11:27:35:855	1372399055.855500;00:01:00;00:53:00;25;25;24.9997;0;0;1500;79500;79500;899;1502;78590;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:059;00:00:36:057;00:00:00:157;00:00:00:164;00:00:36:059;00:00:36:056;00:00:00:157;00:00:00:191;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:27:35:855	1372399055.855500;2013-06-28	11:28:35:855	1372399115.855500;00:01:00;00:54:00;25;25;24.9997;0;0;1500;81000;81000;906;1493;80083;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:044;00:00:36:057;00:00:00:163;00:00:00:164;00:00:36:044;00:00:36:056;00:00:00:163;00:00:00:191;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:28:35:855	1372399115.855500;2013-06-28	11:29:35:855	1372399175.855500;00:01:00;00:55:00;25;25;24.9997;0;0;1500;82500;82500;900;1506;81589;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:042;00:00:36:057;00:00:00:155;00:00:00:164;00:00:36:042;00:00:36:055;00:00:00:155;00:00:00:190;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:29:35:855	1372399175.855500;2013-06-28	11:30:35:855	1372399235.855500;00:01:00;00:56:00;25;25;24.9997;0;0;1500;84000;84000;901;1499;83088;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:068;00:00:36:057;00:00:00:160;00:00:00:164;00:00:36:068;00:00:36:056;00:00:00:160;00:00:00:189;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:30:35:855	1372399235.855500;2013-06-28	11:31:35:855	1372399295.855500;00:01:00;00:57:00;25;25;24.9997;0;0;1500;85500;85500;900;1501;84589;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:027;00:00:36:056;00:00:00:151;00:00:00:164;00:00:36:027;00:00:36:055;00:00:00:151;00:00:00:189;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:31:35:855	1372399295.855500;2013-06-28	11:32:35:855	1372399355.855500;00:01:00;00:58:00;25;25;24.9997;0;0;1500;87000;87000;898;1502;86091;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:016;00:00:36:055;00:00:00:146;00:00:00:163;00:00:36:016;00:00:36:054;00:00:00:146;00:00:00:188;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:32:35:855	1372399355.855500;2013-06-28	11:33:35:855	1372399415.855500;00:01:00;00:59:00;25;25;24.9997;0;0;1500;88500;88500;902;1496;87587;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:015;00:00:36:055;00:00:00:154;00:00:00:163;00:00:36:015;00:00:36:054;00:00:00:154;00:00:00:188;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:33:35:855	1372399415.855500;2013-06-28	11:34:35:855	1372399475.855500;00:01:00;01:00:00;25;25;24.9997;0;0;1500;90000;90000;901;1501;89088;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:023;00:00:36:054;00:00:00:154;00:00:00:163;00:00:36:023;00:00:36:053;00:00:00:154;00:00:00:187;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:34:35:855	1372399475.855500;2013-06-28	11:35:35:855	1372399535.855500;00:01:00;01:01:00;25;25;24.9997;0;0;1500;91500;91500;903;1498;90586;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:052;00:00:36:054;00:00:00:165;00:00:00:163;00:00:36:052;00:00:36:053;00:00:00:165;00:00:00:187;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:35:35:855	1372399535.855500;2013-06-28	11:36:35:855	1372399595.855500;00:01:00;01:02:00;25;25;24.9997;0;0;1500;93000;93000;900;1503;92089;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:050;00:00:36:054;00:00:00:164;00:00:00:163;00:00:36:050;00:00:36:053;00:00:00:164;00:00:00:187;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:36:35:855	1372399595.855500;2013-06-28	11:37:35:855	1372399655.855500;00:01:00;01:03:00;25;25;24.9997;0;0;1500;94500;94500;899;1501;93590;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:064;00:00:36:054;00:00:00:166;00:00:00:163;00:00:36:064;00:00:36:053;00:00:00:166;00:00:00:186;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:37:35:855	1372399655.855500;2013-06-28	11:38:35:855	1372399715.855500;00:01:00;01:04:00;25;25;24.9997;0;0;1500;96000;96000;903;1496;95086;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:075;00:00:36:055;00:00:00:159;00:00:00:163;00:00:36:075;00:00:36:054;00:00:00:159;00:00:00:186;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:38:35:855	1372399715.855500;2013-06-28	11:39:35:855	1372399775.855500;00:01:00;01:05:00;25;25;24.9997;0;0;1500;97500;97500;901;1502;96588;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:068;00:00:36:055;00:00:00:156;00:00:00:163;00:00:36:068;00:00:36:054;00:00:00:156;00:00:00:186;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:39:35:855	1372399775.855500;2013-06-28	11:40:35:855	1372399835.855500;00:01:00;01:06:00;25;25;24.9997;0;0;1500;99000;99000;901;1500;98088;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:065;00:00:36:055;00:00:00:155;00:00:00:163;00:00:36:065;00:00:36:054;00:00:00:155;00:00:00:185;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:40:35:855	1372399835.855500;2013-06-28	11:41:35:855	1372399895.855500;00:01:00;01:07:00;25;25;24.9997;0;0;1500;100500;100500;896;1505;99593;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:082;00:00:36:055;00:00:00:165;00:00:00:163;00:00:36:082;00:00:36:054;00:00:00:165;00:00:00:185;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:41:35:855	1372399895.855500;2013-06-28	11:42:35:855	1372399955.855500;00:01:00;01:08:00;25;25;24.9997;0;0;1500;102000;102000;900;1496;101089;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:055;00:00:36:055;00:00:00:161;00:00:00:163;00:00:36:055;00:00:36:055;00:00:00:161;00:00:00:185;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:42:35:855	1372399955.855500;2013-06-28	11:43:35:855	1372400015.855500;00:01:00;01:09:00;25;25;24.9997;0;0;1500;103500;103500;900;1500;102589;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:066;00:00:36:056;00:00:00:152;00:00:00:163;00:00:36:066;00:00:36:055;00:00:00:152;00:00:00:184;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:43:35:855	1372400015.855500;2013-06-28	11:44:35:855	1372400075.855500;00:01:00;01:10:00;25;25;24.9997;0;0;1500;105000;105000;910;1490;104079;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:061;00:00:36:056;00:00:00:150;00:00:00:163;00:00:36:061;00:00:36:055;00:00:00:150;00:00:00:184;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:44:35:855	1372400075.855500;2013-06-28	11:45:35:855	1372400135.855500;00:01:00;01:11:00;25;25;24.9997;0;0;1500;106500;106500;904;1506;105585;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:075;00:00:36:056;00:00:00:169;00:00:00:163;00:00:36:075;00:00:36:055;00:00:00:169;00:00:00:183;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:45:35:855	1372400135.855500;2013-06-28	11:46:35:855	1372400195.855500;00:01:00;01:12:00;25;25;24.9998;0;0;1500;108000;108000;904;1500;107085;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:068;00:00:36:056;00:00:00:158;00:00:00:163;00:00:36:068;00:00:36:055;00:00:00:158;00:00:00:183;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:46:35:855	1372400195.855500;2013-06-28	11:47:35:855	1372400255.855500;00:01:00;01:13:00;25;25;24.9998;0;0;1500;109500;109500;901;1503;108588;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:088;00:00:36:057;00:00:00:159;00:00:00:163;00:00:36:088;00:00:36:056;00:00:00:159;00:00:00:183;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:47:35:855	1372400255.855500;2013-06-28	11:48:35:855	1372400315.855500;00:01:00;01:14:00;25;25;24.9998;0;0;1500;111000;111000;906;1495;110083;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:082;00:00:36:057;00:00:00:157;00:00:00:163;00:00:36:082;00:00:36:056;00:00:00:157;00:00:00:183;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:48:35:855	1372400315.855500;2013-06-28	11:49:35:855	1372400375.855500;00:01:00;01:15:00;25;25;24.9998;0;0;1500;112500;112500;902;1504;111587;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:079;00:00:36:057;00:00:00:163;00:00:00:163;00:00:36:079;00:00:36:056;00:00:00:163;00:00:00:182;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:49:35:855	1372400375.855500;2013-06-28	11:50:35:855	1372400435.855500;00:01:00;01:16:00;25;25;24.9998;0;0;1500;114000;114000;905;1497;113084;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:083;00:00:36:058;00:00:00:169;00:00:00:163;00:00:36:083;00:00:36:057;00:00:00:169;00:00:00:182;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:50:35:855	1372400435.855500;2013-06-28	11:51:35:855	1372400495.855500;00:01:00;01:17:00;25;25;24.9998;0;0;1500;115500;115500;905;1500;114584;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:092;00:00:36:058;00:00:00:172;00:00:00:163;00:00:36:092;00:00:36:057;00:00:00:172;00:00:00:182;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:51:35:855	1372400495.855500;2013-06-28	11:52:35:855	1372400555.855500;00:01:00;01:18:00;25;25;24.9998;0;0;1500;117000;117000;898;1507;116091;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:078;00:00:36:058;00:00:00:157;00:00:00:163;00:00:36:078;00:00:36:057;00:00:00:157;00:00:00:182;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:52:35:855	1372400555.855500;2013-06-28	11:53:35:855	1372400615.855500;00:01:00;01:19:00;25;25;24.9998;0;0;1500;118500;118500;902;1496;117587;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:062;00:00:36:058;00:00:00:163;00:00:00:163;00:00:36:062;00:00:36:058;00:00:00:163;00:00:00:182;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:53:35:855	1372400615.855500;2013-06-28	11:54:35:855	1372400675.855500;00:01:00;01:20:00;25;25;24.9998;0;0;1500;120000;120000;903;1499;119086;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:060;00:00:36:058;00:00:00:150;00:00:00:163;00:00:36:060;00:00:36:058;00:00:00:150;00:00:00:181;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:54:35:855	1372400675.855500;2013-06-28	11:55:35:855	1372400735.855500;00:01:00;01:21:00;25;25;24.9998;0;0;1500;121500;121500;903;1500;120586;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:051;00:00:36:058;00:00:00:156;00:00:35:617;00:00:36:051;00:00:36:057;00:00:00:156;00:00:35:614;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:55:35:855	1372400735.855500;2013-06-28	11:56:35:855	1372400795.855500;00:01:00;01:22:00;25;25;24.9998;0;0;1500;123000;123000;900;1503;122089;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:049;00:00:36:058;00:00:00:161;00:00:35:179;00:00:36:049;00:00:36:057;00:00:00:161;00:00:35:176;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:56:35:855	1372400795.855500;2013-06-28	11:57:35:855	1372400855.855500;00:01:00;01:23:00;25;25;24.9998;0;0;1500;124500;124500;899;1501;123590;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:069;00:00:36:058;00:00:00:169;00:00:34:752;00:00:36:069;00:00:36:057;00:00:00:169;00:00:34:749;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:57:35:855	1372400855.855500;2013-06-28	11:58:35:855	1372400915.855500;00:01:00;01:24:00;25;25;24.9998;0;0;1500;126000;126000;900;1499;125089;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:038;00:00:36:058;00:00:00:160;00:00:34:335;00:00:36:038;00:00:36:057;00:00:00:160;00:00:34:332;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:58:35:855	1372400915.855500;2013-06-28	11:59:35:855	1372400975.855500;00:01:00;01:25:00;25;25;24.9998;0;0;1500;127500;127500;904;1496;126585;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:069;00:00:36:058;00:00:00:183;00:00:33:930;00:00:36:069;00:00:36:057;00:00:00:183;00:00:33:927;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	11:59:35:855	1372400975.855500;2013-06-28	12:00:35:855	1372401035.855500;00:01:00;01:26:00;25;25;24.9998;0;0;1500;129000;129000;902;1502;128087;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:084;00:00:36:058;00:00:00:168;00:00:33:532;00:00:36:084;00:00:36:058;00:00:00:168;00:00:33:529;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	12:00:35:855	1372401035.855500;2013-06-28	12:01:35:855	1372401095.855500;00:01:00;01:27:00;25;25;24.9998;0;0;1500;130500;130500;904;1498;129585;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:081;00:00:36:059;00:00:00:175;00:00:33:144;00:00:36:081;00:00:36:058;00:00:00:175;00:00:33:141;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	12:01:35:855	1372401095.855500;2013-06-28	12:02:35:855	1372401155.855500;00:01:00;01:28:00;25;25;24.9998;0;0;1500;132000;132000;903;1501;131086;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:080;00:00:36:059;00:00:00:167;00:00:32:765;00:00:36:080;00:00:36:058;00:00:00:167;00:00:32:762;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	12:02:35:855	1372401155.855500;2013-06-28	12:03:35:855	1372401215.855500;00:01:00;01:29:00;25;25;24.9998;0;0;1500;133500;133500;899;1504;132590;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:059;00:00:36:059;00:00:00:167;00:00:32:393;00:00:36:059;00:00:36:058;00:00:00:167;00:00:32:390;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	12:03:35:855	1372401215.855500;2013-06-28	12:04:35:855	1372401275.855500;00:01:00;01:30:00;25;25;24.9998;0;0;1500;135000;135000;902;1497;134087;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:077;00:00:36:059;00:00:00:167;00:00:32:031;00:00:36:077;00:00:36:058;00:00:00:167;00:00:32:029;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	12:04:35:855	1372401275.855500;2013-06-28	12:05:35:855	1372401335.855500;00:01:00;01:31:00;25;25;24.9998;0;0;1500;136500;136500;898;1504;135591;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:059;00:00:36:059;00:00:00:169;00:00:31:676;00:00:36:059;00:00:36:058;00:00:00:169;00:00:31:673;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	12:05:35:855	1372401335.855500;2013-06-28	12:06:35:855	1372401395.855500;00:01:00;01:32:00;25;25;24.9998;0;0;1500;138000;138000;899;1499;137090;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:044;00:00:36:059;00:00:00:161;00:00:31:330;00:00:36:044;00:00:36:058;00:00:00:161;00:00:31:327;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	12:06:35:855	1372401395.855500;2013-06-28	12:07:35:855	1372401455.855500;00:01:00;01:33:00;25;25;24.9998;0;0;1500;139500;139500;906;1493;138583;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:060;00:00:36:059;00:00:00:151;00:00:30:992;00:00:36:060;00:00:36:058;00:00:00:151;00:00:30:990;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	12:07:35:855	1372401455.855500;2013-06-28	12:08:35:855	1372401515.855500;00:01:00;01:34:00;25;25;24.9998;0;0;1500;141000;141000;901;1505;140088;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:053;00:00:36:059;00:00:00:144;00:00:30:659;00:00:36:053;00:00:36:058;00:00:00:144;00:00:30:657;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	12:08:35:855	1372401515.855500;2013-06-28	12:09:35:855	1372401575.855500;00:01:00;01:35:00;25;25;24.9998;0;0;1500;142500;142500;901;1500;141588;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:022;00:00:36:059;00:00:00:142;00:00:30:334;00:00:36:022;00:00:36:058;00:00:00:142;00:00:30:332;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	12:09:35:855	1372401575.855500;2013-06-28	12:10:35:855	1372401635.855500;00:01:00;01:36:00;25;25;24.9998;0;0;1500;144000;144000;901;1500;143088;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:049;00:00:36:058;00:00:00:160;00:00:30:016;00:00:36:049;00:00:36:058;00:00:00:160;00:00:30:014;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	12:10:35:855	1372401635.855500;2013-06-28	12:11:35:855	1372401695.855500;00:01:00;01:37:00;25;25;24.9998;0;0;1500;145500;145500;902;1499;144587;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:050;00:00:36:058;00:00:00:166;00:00:29:705;00:00:36:050;00:00:36:058;00:00:00:166;00:00:29:703;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	12:11:35:855	1372401695.855500;2013-06-28	12:12:35:855	1372401755.855500;00:01:00;01:38:00;25;25;24.9998;0;0;1500;147000;147000;903;1499;146086;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:082;00:00:36:059;00:00:00:165;00:00:29:400;00:00:36:082;00:00:36:058;00:00:00:165;00:00:29:398;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	12:12:35:855	1372401755.855500;2013-06-28	12:13:35:855	1372401815.855500;00:01:00;01:39:00;25;25;24.9998;0;0;1500;148500;148500;902;1501;147587;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;00:00:36:076;00:00:36:059;00:00:00:169;00:00:29:101;00:00:36:076;00:00:36:058;00:00:00:169;00:00:29:099;0;0;0;0;0;0;0;0;0;0;
